,SCOPUS ID,PUBMED ID,title,journal,volume,articlenum,date,type,forward citations,abstract,keywords,authors,backward citations,id,CONTROVERSIAL,GOOD_FOR_TEACHING,CONFIRMATION,TECHNICAL_ADVANCE,NOVEL_DRUG_TARGET,NEW_FINDING,HYPOTHESIS,REFUTATION,NEGATIVE,year
5575,SCOPUS_ID:0026006259,1913814,Image reconstruction reveals the complex molecular organization of adenovirus,Cell,67.0,145-154,1991-10-04,Article,238,"The three-dimensional structure of adenovirus has been determined by image reconstruction from cryoelectron micrographs. Comparison with the high resolution X-ray crystal structure of hexon, the major capsid protein, enabled an unusually detailed interpretation of the density map and confirmed the validity of the reconstruction. The hexon packing in the capsid shows more extensive intermolecular interfaces between facets than previously proposed. The reconstruction provides the first three-dimensional visualization of the vertex proteins, including the penton base and its associated protruding fiber. Three minor capsid proteins that stabilize and modulate capsomer interactions are revealed. One of these components stabilizes the group-of-nine hexons in the center of each facet and the other two bridge hexons in adjacent facets. The strategic positions of these proteins highlight the importance of cementing proteins in stabilizing a complex assembly. © 1991.",,Stewart P.L.; Burnett R.M.; Cyrklaff M.; Fuller S.D.,36.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991
4415,SCOPUS_ID:0023814924,2842060,Mutation of the insulin receptor at tyrosine 960 inhibits signal transmission but does not affect its tyrosine kinase activity,Cell,54.0,641-649,1988-08-26,Article,275,"Tyrosyl phosphorylation is implicated in the mechanism of insulin action. Mutation of the β-subunit of the insulin receptor by substitution of tyrosyl residue 960 with phenylalanine had no effect on insulin-stimulated autophosphorylation or phosphotransferase activity of the purified receptor. However, unlike the normal receptor, this mutant was not biologically active in Chinese hamster ovary cells. Furthermore, insulin-stimulated tyrosyl phosphorylation of at least one endogenous substrate (pp185) was increased significantly in cells expressing the normal receptor but was barely detected in cells expressing the mutant. Therefore, β-subunit autophosphorylation was not sufficient for the insulin response, and a region of the insulin receptor around Tyr-960 may facilitate phosphorylation of cellular substrates required for transmission of the insulin signal. © 1988 Cell Press.",,White M.F.; Livingston J.N.; Backer J.M.; Lauris V.; Dull T.J.; Ullrich A.; Kahn C.R.,51.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
1018,SCOPUS_ID:0018742870,455465,Fibronectin mediates cytokinesis and growth of rat follicular cells in serum-free medium,Cell,17.0,295-305,1979-01-01,Article,120,"In this study, the growth of rat follicular (RF-1) cells was severely depressed when the cells were subcultured by trypsinization directly into serum-free medium supplemented with insulin, transferrin and hydrocortisone, which are required for growth of these cells in vitro. Within 24 hr after plating, 50-65% of the cells became binucleated, indicating lack of cytokinesis. However, the addition of human plasma fibronectin (8 μg/ml) to the serum-free medium eliminated cell binucleation and enhanced cell growth considerably. Fibronectin had the same effect when RF-1 cells were plated into tissue culture dishes on which fibronectin had been adsorbed, and cells were inoculated into fibronectin-free medium. Cell binucleation and poor growth in serum-free medium occurred when the cells were subcultured by trypsinization, EGTA treatment or detachment of mitotic cells. Under some conditions, cells could be ""rescued"" if fibronectin was added soon after inoculation, indicating that fibronectin was needed mainly during a limited time when the subcultured cells were attaching to the tissue culture substratum. Our findings describe an adhesive activity for fibronectin which circumvents the serum preincubation usually needed after RF-1 cells are subcultured for growth in serum-free medium. They also indicate the importance of fibronectin-mediated adhesion for cytokinesis processes of these cells. © 1979.",,Orly J.; Sato G.,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979
8171,SCOPUS_ID:0032493894,9708738,The novel ATM-related protein TRRAP is an essential cofactor for the c- Myc and E2F oncoproteins,Cell,94.0,363-374,1998-08-07,Article,525,"The c-Myc and E2F transcription factors are among the most potent regulators of cell cycle progression in higher eukaryotes. This report describes the isolation of a novel, highly conserved 434 kDa protein, designated TRRAP, which interacts specifically with the c-Myc N terminus and has homology to the ATM/PI3-kinase family. TRRAP also interacts specifically with the E2F-1 transactivation domain. Expression of transdominant mutants of the TRRAP protein or antisense RNA blocks c-Myc- and E1A-mediated oncogenic transformation. These data suggest that TRRAP is an essential cofactor for both the c-Myc and E1A/E2F oncogenic transcription factor pathways.",,McMahon S.B.; Van Buskirk H.A.; Dugan K.A.; Copeland T.D.; Cole M.D.,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998
4902,SCOPUS_ID:0024392359,2720786,Two different chromatin structures coexist in ribosomal RNA genes throughout the cell cycle,Cell,57.0,753-761,1989-06-02,Article,311,"The structure of ribosomal chromatin in exponentially growing Friend cells, in stationary cells, and in metaphase chromosomes was studied by psoralen photocrosslinking. It is shown that in intact cells, two distinct types of ribosomal chromatin coexist in Friend cells, one that contains nucleosomes and represents the inactive copies and one that lacks a repeating structure and corresponds to the transcribed genes. A single gene copy is either in one or the other chromatin state. The relative amounts of the two types of structures are similar in interphase and metaphase, however, their run-on activities differ significantly. This suggests that the two states of chromatin are maintained independently of the transcriptional process and that they are stably propagated through the cell cycle. © 1989.",,Conconi A.; Widmer R.M.; Koller T.; Sogo JosM.,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989
4589,SCOPUS_ID:0023852444,3125984,Nuclear protein migration involves two steps: Rapid binding at the nuclear envelope followed by slower translocation through nuclear pores,Cell,52.0,655-664,1988-03-11,Article,372,"When injected into the cytoplasm of Vero cells, nucleoplasmin rapidly concentrates in a narrow layer around the nuclear envelope and then accumulates within the nucleus. Transport into the nucleus can be reversibly arrested at the perinuclear stage by metabolic inhibitors or by chilling. Nucleoplasmin-coated colloidal gold particles concentrate around the nuclear envelope of Vero cells or Xenopus oocytes, and by electron microscopy of oocytes appear to be associated with fibrils attached to nuclear pore complexes. Perinuclear accumulation is not observed for the nonmigrating nucleoplasmin core fragment or nonnuclear proteins. We propose two steps in nuclear migration of proteins: rapid binding around the nuclear envelope, possibly to pore-associated fibrils, followed by slower, energy-dependent translocation through nuclear pores. © 1988.",,Richardson W.D.; Mills A.D.; Dilworth S.M.; Laskey R.A.; Dingwall C.,32.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
12640,SCOPUS_ID:84915815121,25303533,Identification of causal genetic drivers of human disease through systems-level analysis of regulatory networks,Cell,159.0,402-414,2014-10-09,Article,128,"© 2014 Elsevier Inc.Identification of driver mutations in human diseases is often limited by cohort size and availability of appropriate statistical models. We propose a framework for the systematic discovery of genetic alterations that are causal determinants of disease, by prioritizing genes upstream of functional disease drivers, within regulatory networks inferred de novo from experimental data. We tested this framework by identifying the genetic determinants of the mesenchymal subtype of glioblastoma. Our analysis uncovered KLHL9 deletions as upstream activators of two previously established master regulators of the subtype, C/EBPβ and C/EBPδ. Rescue of KLHL9 expression induced proteasomal degradation of C/EBP proteins, abrogated the mesenchymal signature, and reduced tumor viability in vitro and in vivo. Deletions of KLHL9 were confirmed in > 50% of mesenchymal cases in an independent cohort, thus representing the most frequent genetic determinant of the subtype. The method generalized to study other human diseases, including breast cancer and Alzheimer's disease.",,Chen J.C.; Alvarez M.J.; Talos F.; Dhruv H.; Rieckhof G.E.; Iyer A.; Diefes K.L.; Aldape K.; Berens M.; Shen M.M.; Califano A.,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
5,SCOPUS_ID:0016373910,-1,Existence of methylated messenger RNA in mouse L cells,Cell,1.0,37-42,1974-01-01,Article,291,"Messenger RNA of mouse L cells is methylated in both base and ribose moieties. On the average there are about 2.2 methyl groups per 1000 nucleotides in mRNA, a proportion which is about one-sixth that of mammalian ribosomal RNA. The variety of methylated bases in mRNA is more limited than in ribosomal RNA. A very low level of methylation is detected in heterogeneous nuclear RNA, suggesting that methylation, like polyadenylation, may constitute a post-transcriptional modification of messenger RNA precursor in eucaryotic cells. © 1974.",,Perry R.P.; Kelley D.E.,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974
4485,SCOPUS_ID:0024290441,3289753,The yeast cell-type-specific repressor α2 acts cooperatively with a non-cell-type-specific protein,Cell,53.0,927-936,1988-06-17,Article,191,"The yeast α2 protein is a cell-type-specific transcriptional repressor. It acts by binding to an operator located upstream of each of its target genes. In this paper, we describe a protein (GRM) that is present in all cell types and binds cooperatively with α2 resulting in an unusual arrangement of the two proteins at the operator. A dimer of α2 occupies the two ends of the operator and straddles the GRM protein, which binds to the center of the operator. Using mutant operators, we show that the recognition sequences for both GRM and α2 are required for repression of a test promoter in vivo. Finally, we deduce that the GRM/α2 cooperativity is mediated through a proteinprotein interaction between GRM and the N-terminal domain of α2. This conclusion follows from the observation that the isolated C-terminal domain of α2 can co-occupy the operator with GRM but does not bind cooperatively with GRM. © 1988 Cell Press.",,Keleher C.A.; Goutte C.; Johnson A.D.,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
9927,SCOPUS_ID:24144459870,16143108,Identification of an intestinal heme transporter,Cell,122.0,789-801,2005-09-09,Article,536,"Dietary heme iron is an important nutritional source of iron in carnivores and omnivores that is more readily absorbed than non-heme iron derived from vegetables and grain. Most heme is absorbed in the proximal intestine, with absorptive capacity decreasing distally. We utilized a subtractive hybridization approach to isolate a heme transporter from duodenum by taking advantage of the intestinal gradient for heme absorption. Here we show a membrane protein named HCP1 (heme carrier protein 1), with homology to bacterial metal-tetracycline transporters, mediates heme uptake by cells in a temperature-dependent and saturable manner. HCP1 mRNA was highly expressed in duodenum and regulated by hypoxia. HCP1 protein was iron regulated and localized to the brush-border membrane of duodenal enterocytes in iron deficiency. Our data indicate that HCP1 is the long-sought intestinal heme transporter. Copyright ©2005 by Elsevier Inc.",,Shayeghi M.; Latunde-Dada G.O.; Oakhill J.S.; Laftah A.H.; Takeuchi K.; Halliday N.; Khan Y.; Warley A.; McCann F.E.; Hider R.C.; Frazer D.M.; Anderson G.J.; Vulpe C.D.; Simpson R.J.; McKie A.T.,54.0,1028894.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2005
12082,SCOPUS_ID:84859759562,22500804,A PLETHORA-auxin transcription module controls cell division plane rotation through MAP65 and CLASP,Cell,149.0,383-396,2012-04-13,Article,37,"Despite their pivotal role in plant development, control mechanisms for oriented cell divisions have remained elusive. Here, we describe how a precisely regulated cell division orientation switch in an Arabidopsis stem cell is controlled by upstream patterning factors. We show that the stem cell regulatory PLETHORA transcription factors induce division plane reorientation by local activation of auxin signaling, culminating in enhanced expression of the microtubule-associated MAP65 proteins. MAP65 upregulation is sufficient to reorient the cortical microtubular array through a CLASP microtubule-cell cortex interaction mediator-dependent mechanism. CLASP differentially localizes to cell faces in a microtubule- and MAP65-dependent manner. Computational simulations clarify how precise 90° switches in cell division planes can follow self-organizing properties of the microtubule array in combination with biases in CLASP localization. Our work demonstrates how transcription factor-mediated processes regulate the cellular machinery to control orientation of formative cell divisions in plants. PaperFlick: © 2012 Elsevier Inc.",,Dhonukshe P.; Weits D.A.; Cruz-Ramirez A.; Deinum E.E.; Tindemans S.H.; Kakar K.; Prasad K.; Mahonen A.P.; Ambrose C.; Sasabe M.; Wachsmann G.; Luijten M.; Bennett T.; MacHida Y.; Heidstra R.; Wasteneys G.; Mulder B.M.; Scheres B.,78.0,717147885.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2012
14659,SCOPUS_ID:85065862749,31080069,A White-Box Machine Learning Approach for Revealing Antibiotic Mechanisms of Action,Cell,177.0,1649-1661.e9,2019-05-30,Article,132,"© 2019 Elsevier Inc.Current machine learning techniques enable robust association of biological signals with measured phenotypes, but these approaches are incapable of identifying causal relationships. Here, we develop an integrated “white-box” biochemical screening, network modeling, and machine learning approach for revealing causal mechanisms and apply this approach to understanding antibiotic efficacy. We counter-screen diverse metabolites against bactericidal antibiotics in Escherichia coli and simulate their corresponding metabolic states using a genome-scale metabolic network model. Regression of the measured screening data on model simulations reveals that purine biosynthesis participates in antibiotic lethality, which we validate experimentally. We show that antibiotic-induced adenine limitation increases ATP demand, which elevates central carbon metabolism activity and oxygen consumption, enhancing the killing effects of antibiotics. This work demonstrates how prospective network modeling can couple with machine learning to identify complex causal mechanisms underlying drug efficacy. Causal metabolic pathways underlying antibiotic lethality in bacteria are illuminated by a network model-driven machine learning approach, overcoming limitations of existing “black-box” approaches that cannot reveal causal relationships from large biological datasets.",adenylate energy charge; antibiotics; ATP; biochemical screen; LC-MS/MS; machine learning; metabolism; NADPH:NADP+ ratio; network modeling; purine biosynthesis,Yang J.H.; Wright S.N.; Hamblin M.; McCloskey D.; Alcantar M.A.; Schrubbers L.; Lopatkin A.J.; Satish S.; Nili A.; Palsson B.O.; Walker G.C.; Collins J.J.,89.0,735729556.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,2019
4346,SCOPUS_ID:0024293996,2844415,Characterization of cytochrome c oxidase III transcripts that are edited only in the 3′ region,Cell,55.0,267-272,1988-10-21,Article,76,"The cytochrome c oxidase subunit III (COIII) transcript of T. brucei is extensively edited by the addition and deletion of uridines. We have identified partially edited COIII RNAs; they have unedited 5′ and edited 3′ regions. Transcripts with edited 5′ but unedited 3′ regions were not detected. The partially edited RNAs may be editing intermediates. The junctions of unedited and edited sequences in cDNAs differ from both the DNA and fully edited mRNA sequences over a multinucleotide region. The partially edited RNAs could arise from several processes, but it seems likely that editing proceeds in the 3′ to 5′ direction. © 1988.",,Abraham J.M.; Feagin J.E.; Stuart K.,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
12626,SCOPUS_ID:84908282370,25417108,Dicer promotes transcription termination at sites of replication stress to maintain genome stability,Cell,159.0,572-583,2014-10-23,Article,86,"© 2014 Elsevier Inc.Nuclear RNAi is an important regulator of transcription and epigenetic modification, but the underlying mechanisms remain elusive. Using a genome-wide approach in the fission yeast S. pombe, we have found that Dcr1, but not other components of the canonical RNAi pathway, promotes the release of Pol II from the 3′ end of highly transcribed genes, and, surprisingly, from antisense transcription of rRNA and tRNA genes, which are normally transcribed by Pol I and Pol III. These Dcr1-terminated loci correspond to sites of replication stress and DNA damage, likely resulting from transcription-replication collisions. At the rDNA loci, release of Pol II facilitates DNA replication and prevents homologous recombination, which would otherwise lead to loss of rDNA repeats especially during meiosis. Our results reveal a novel role for Dcr1-mediated transcription termination in genome maintenance and may account for widespread regulation of genome stability by nuclear RNAi in higher eukaryotes.",,Castel S.E.; Ren J.; Bhattacharjee S.; Chang A.-Y.; Sanchez M.; Valbuena A.; Antequera F.; Martienssen R.A.,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
4179,SCOPUS_ID:0023666139,3030556,"The yeast polyubiquitin gene is essential for resistance to high temperatures, starvation, and other stresses",Cell,48.0,1035-1046,1987-03-27,Article,630,"Conjugation of ubiquitin to intracellular proteins mediates their selective degradation in eukaryotes. In the yeast Saccharomyces cerevisiae, four distinct ubiquitin-coding loci have been described. UBI1, UBI2, and UBI3 each encode hybrid proteins in which ubiquitin is fused to unrelated sequences. The fourth gene, UBI4, contains five ubiquitin-coding elements in a head-to-tail arrangement, and thus encodes a polyubiquitin precursor protein. A precise, oligonucleotide-directed deletion of UBI4 was constructed in vitro and substituted in the yeast genome in place of the wild-type allele. ubi4 deletion mutants are viable as vegetative cells, grow at wild-type rates, and contain wild-type levels of free ubiquitin under exponential growth conditions. However, although ubi4 UBI4 diploids can form four initially viable spores, the two ubi4 spores within the ascus lose viability extremely rapidly, apparently a novel phenotype in yeast. Furthermore, ubi4 ubi4 diploids are sporulation-defective. ubi4 mutants are also hypersensitive to high temperatures, starvation, and amino acid analogs. These three conditions, while diverse in nature, are all known to induce stress proteins. Expression of the UBI4 gene is similarly induced by either heat stress or starvation. These results indicate that UBI4 is specifically required for the resistance of cells to stress, and that ubiquitin is an essential component of the stress response system. © 1987.",,Finley D.; Ozkaynak E.; Varshavsky A.,72.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
10216,SCOPUS_ID:33747159113,16923395,The Hippo Pathway Regulates the bantam microRNA to Control Cell Proliferation and Apoptosis in Drosophila,Cell,126.0,767-774,2006-08-25,Article,317,"The Hippo signaling pathway acts upon the Yorkie transcriptional activator to control tissue growth in Drosophila. Activated Yorkie drives growth by stimulating cell proliferation and inhibiting apoptosis, but how it achieves this is not understood. Yorkie is known to activate Cyclin E (CycE) and the apoptosis inhibitor DIAP1. However, overexpression of these targets is not sufficient to cause tissue overgrowth. Here we show that Yorkie also activates expression of the bantam microRNA, a known regulator of both proliferation and apoptosis. bantam overexpression mimics Yorkie activation while loss of bantam function slows the rate of cell proliferation. bantam is necessary for Yorkie-induced overproliferation and bantam overexpression is sufficient to rescue survival and proliferation of yorkie mutant cells. Finally, we show that bantam levels are regulated during both developmentally programmed proliferation arrest and apoptosis. In summary, the results show that the Hippo pathway regulates expression of bantam to control tissue growth in Drosophila. © 2006 Elsevier Inc. All rights reserved.",,Thompson B.J.; Cohen S.M.,26.0,1047296.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2006
1237,SCOPUS_ID:0018381702,369705,Antibodies against chromosomal HMG proteins stain the cytoplasm of mammalian cells,Cell,16.0,181-189,1979-01-01,Article,99,"Antibodies specific to protein HMG-1 were purified by affinity chromatography on Sepharose columns to which HMG-1 was covalently bound. Immunofluorescence studies with these antibodies reveal that HMG-1 or components which immunologically cross-react with HMG-1 are present in the cytoplasm of Chinese hamster V-79, rat liver TR-12 and bovine trachea EBTr-NBL-4 cells. At selected antibody concentrations, the fluorescence present in the cytoplasm is more intense than that observed in the nucleus. The presence of HMG-1 protein in the cytoplasm of rat liver cells was verified by direct examination of the protein content of selected cytoplasmic fractions. A protein with electrophoretic mobility identical to HMG-1 was detected by electrophoresis on polyacrylamide gels containing either sodium dodecylsulfate or urea. Furthermore, the cytoplasmic extracts yielded a positive complement fixation with anti-HMG-1, while no reaction was obtained with control anti-H1 sera. We suggest that HMG proteins, rather than functioning in the nucleus alone, are important structural elements of the entire cell. © 1979.",,Bustin M.; Neihart N.K.,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979
4378,SCOPUS_ID:0024295439,3416359,Expressed recombinant cadherins mediate cell sorting in model systems,Cell,54.0,993-1001,1988-09-23,Article,548,"Cadherins are cell-surface glycoproteins responsible for Ca2+-dependent cell-to-cell adhesion. E- or P-cadherin was transfected into L cells, which normally have little cadherin activity, and cellular aggregation of the resulting transfectants was observed to be a function of the cadherin molecule expressed. Transfected cells preferentially adhered to cells expressing the same cadherin subclass. Furthermore, in reconstituted embryonic lung tissue, E-cadherin-expressing L cells were associated with epithelial tubules expressing E-cadherin, while untransfected L cells associated with mesenchymal cells. These results provide the first direct evidence that the differential expression of cadherins can play a role in cell sorting in heterogeneous cell populations. © 1988.",,Nose A.; Nagafuchi A.; Takeichi M.,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988
11911,SCOPUS_ID:84866432548,22980984,Chemokine guidance of central memory T cells is critical for antiviral recall responses in lymph nodes,Cell,150.0,1249-1263,2012-09-14,Article,162,"A defining feature of vertebrate immunity is the acquisition of immunological memory, which confers enhanced protection against pathogens by mechanisms that are incompletely understood. Here, we compared responses by virus-specific naive T cells (TN) and central memory T cells (T CM) to viral antigen challenge in lymph nodes (LNs). In steady-state LNs, both T cell subsets localized in the deep T cell area and interacted similarly with antigen-presenting dendritic cells. However, upon entry of lymph-borne virus, only TCM relocalized rapidly and efficiently toward the outermost LN regions in the medullary, interfollicular, and subcapsular areas where viral infection was initially confined. This rapid peripheralization was coordinated by a cascade of cytokines and chemokines, particularly ligands for TCM-expressed CXCR3. Consequently, in vivo recall responses to viral infection by CXCR3-deficient TCM were markedly compromised, indicating that early antigen detection afforded by intranodal chemokine guidance of TCM is essential for efficient antiviral memory. © 2012 Elsevier Inc.",,Sung J.H.; Zhang H.; Ashley Moseman E.; Alvarez D.; Iannacone M.; Henrickson S.E.; De La Torre J.C.; Groom J.R.; Luster A.D.; Von Andrian U.H.,59.0,717960159.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2012
13861,SCOPUS_ID:85023620101,28708998,Profiling Ssb-Nascent Chain Interactions Reveals Principles of Hsp70-Assisted Folding,Cell,170.0,298-311.e20,2017-07-13,Article,82,"© 2017 Elsevier Inc.The yeast Hsp70 chaperone Ssb interacts with ribosomes and nascent polypeptides to assist protein folding. To reveal its working principle, we determined the nascent chain-binding pattern of Ssb at near-residue resolution by in vivo selective ribosome profiling. Ssb associates broadly with cytosolic, nuclear, and hitherto unknown substrate classes of mitochondrial and endoplasmic reticulum (ER) nascent proteins, supporting its general chaperone function. Ssb engages most substrates by multiple binding-release cycles to a degenerate sequence enriched in positively charged and aromatic amino acids. Timely association with this motif upon emergence at the ribosomal tunnel exit requires ribosome-associated complex (RAC) but not nascent polypeptide-associated complex (NAC). Ribosome footprint densities along orfs reveal faster translation at times of Ssb binding, mainly imposed by biases in mRNA secondary structure, codon usage, and Ssb action. Ssb thus employs substrate-tailored dynamic nascent chain associations to coordinate co-translational protein folding, facilitate accelerated translation, and support membrane targeting of organellar proteins.",chaperone; co-translational folding; Hsp70; NAC; RAAC; Selective ribosome profiling; Ssb; translation,Doring K.; Ahmed N.; Riemer T.; Suresh H.G.; Vainshtein Y.; Habich M.; Riemer J.; Mayer M.P.; O'Brien E.P.; Kramer G.; Bukau B.,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
8876,SCOPUS_ID:0035861864,11747811,Functional link between the mammalian exosome and mRNA decapping,Cell,107.0,751-762,2001-12-14,Article,206,"Mechanistic understanding of mammalian mRNA turnover remains incomplete. We demonstrate that the 3′ to 5′ exoribonuclease decay pathway is a major contributor to mRNA decay both in cells and in cell extract. An exoribonuclease-dependent scavenger decapping activity was identified that follows decay of the mRNA and hydrolyzes the residual cap. The decapping activity is associated with a subset of the exosome proteins in vivo, implying a higher-order degradation complex consisting of exoribonucleases and a decapping activity, which together coordinate the decay of an mRNA. These findings indicate that following deadenylation of mammal mRNA, degradation proceeds by a coupled 3′ to 5′ exoribonucleolytic activity and subsequent hydrolysis of the cap structure by a scavenger decapping activity.",,Wang Z.; Kiledjian M.,58.0,1003293.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2001
9925,SCOPUS_ID:24144465889,16143103,Molecular determinants of crosstalk between nuclear receptors and toll-like receptors,Cell,122.0,707-721,2005-09-09,Article,549,"Nuclear receptors (NRs) repress transcriptional responses to diverse signaling pathways as an essential aspect of their biological activities, but mechanisms determining the specificity and functional consequences of transrepression remain poorly understood. Here, we report signal- and gene-specific repression of transcriptional responses initiated by engagement of toll-like receptors (TLR) 3, 4, and 9 in macrophages. The glucocorticoid receptor (GR) represses a large set of functionally related inflammatory response genes by disrupting p65/interferon regulatory factor (IRF) complexes required for TLR4- or TLR9-dependent, but not TLR3-dependent, transcriptional activation. This mechanism requires signaling through MyD88 and enables the GR to differentially regulate pathogen-specific programs of gene expression. PPARγ and LXRs repress overlapping transcriptional targets by p65/IRF3-independent mechanisms and cooperate with the GR to synergistically transrepress distinct subsets of TLR-responsive genes. These findings reveal combinatorial control of homeostasis and immune responses by nuclear receptors and suggest new approaches for treatment of inflammatory diseases. Copyright ©2005 by Elsevier Inc.",,Ogawa S.; Lozach J.; Benner C.; Pascual G.; Tangirala R.K.; Westin S.; Hoffmann A.; Subramaniam S.; David M.; Rosenfeld M.G.; Glass C.K.,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
11121,SCOPUS_ID:67649662201,19576624,WNT/TCF Signaling through LEF1 and HOXB9 Mediates Lung Adenocarcinoma Metastasis,Cell,138.0,51-62,2009-07-10,Article,457,"Metastasis from lung adenocarcinoma can occur swiftly to multiple organs within months of diagnosis. The mechanisms that confer this rapid metastatic capacity to lung tumors are unknown. Activation of the canonical WNT/TCF pathway is identified here as a determinant of metastasis to brain and bone during lung adenocarcinoma progression. Gene expression signatures denoting WNT/TCF activation are associated with relapse to multiple organs in primary lung adenocarcinoma. Metastatic subpopulations isolated from independent lymph node-derived lung adenocarcinoma cell lines harbor a hyperactive WNT/TCF pathway. Reduction of TCF activity in these cells attenuates their ability to form brain and bone metastases in mice, independently of effects on tumor growth in the lungs. The WNT/TCF target genes HOXB9 and LEF1 are identified as mediators of chemotactic invasion and colony outgrowth. Thus, a distinct WNT/TCF signaling program through LEF1 and HOXB9 enhances the competence of lung adenocarcinoma cells to colonize the bones and the brain. For a video summary of this article, see the PaperFlick file available with the online Supplemental Data. © 2009 Elsevier Inc. All rights reserved.",HUMDISEASE; SIGNALING,Nguyen D.X.; Chiang A.C.; Zhang X.H.-F.; Kim J.Y.; Kris M.G.; Ladanyi M.; Gerald W.L.; Massague J.,60.0,1166146.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2009
6889,SCOPUS_ID:0028230578,7513257,Complexes of yeast RNA polymerase II and RNA are substrates for TFIIS-induced RNA cleavage,Cell,77.0,217-224,1994-04-22,Article,64,"In the absence of DNA, purified yeast RNA polymerase II can bind RNA to form a binary complex. RNA in such RNA-RNA polymerase complexes undergoes reactions previously thought to be unique to nascent RNA in ternary complexes with DNA, including TFIIS-dependent cleavage and elongation by 3′-terminal addition of NMP from NTP. Both of these reactions are inhibited by α-amanitin. Hence, by several criteria the RNA in binary complexes is bound to the polymerase in a manner quite similar to that in ternary complexes in which the catalytic site for nucleotide addition is positioned at or near the 3′-OH terminus of the RNA. These findings are consistent with a model for the RNA polymerase ternary complex in which the RNA is bound at the 3′ terminus through two protein-binding sites located up to 10 nt apart. © 1994.",,Johnson T.L.; Chamberlin M.J.,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994
13403,SCOPUS_ID:84988662638,27662085,sRNA-Mediated Control of Transcription Termination in E. coli,Cell,167.0,111-121.e13,2016-09-22,Article,122,"© 2016 Elsevier Inc.Bacterial small RNAs (sRNAs) have been implicated in various aspects of post-transcriptional gene regulation. Here, we demonstrate that sRNAs also act at the level of transcription termination. We use the rpoS gene, which encodes a general stress sigma factor σS, as a model system, and show that sRNAs DsrA, ArcZ, and RprA bind the rpoS 5′UTR to suppress premature Rho-dependent transcription termination, both in vitro and in vivo. sRNA-mediated antitermination markedly stimulates transcription of rpoS during the transition to the stationary phase of growth, thereby facilitating a rapid adjustment of bacteria to global metabolic changes. Next generation RNA sequencing and bioinformatic analysis indicate that Rho functions as a global “attenuator” of transcription, acting at the 5′UTR of hundreds of bacterial genes, and that its suppression by sRNAs is a widespread mode of bacterial gene regulation.",antitermination; Rho; sigma factor; sRNA; stress response; Transcription termination,Sedlyarova N.; Shamovsky I.; Bharati B.K.; Epshtein V.; Chen J.; Gottesman S.; Schroeder R.; Nudler E.,64.0,726768612.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2016
